Year,Origin County,Dest County,Dest County Na,Returns, Exemptions ,AGI
2002,113,121,Fulton County,348,597,14969
2002,113,63,Clayton County,308,596,10362
2002,113,151,Henry County,150,293,6837
2002,113,67,Cobb County,110,164,5532
2002,113,89,De Kalb County,101,167,4547
2002,113,255,Spalding County,93,168,2744
2002,113,135,Gwinnett County,56,104,2457
2002,113,45,Carroll County,30,62,1630
2002,113,97,Douglas County,28,60,769
2002,113,57,Cherokee County,23,40,1001
2002,113,117,Forsyth County,18,38,1095
2002,113,139,Hall County,16,34,693
2002,113,247,Rockdale County,11,17,445
2002,113,15,Bartow County,10,21,510
2002,113,223,Paulding County,10,22,287
2002,117,121,Fulton County,564,970,47437
2002,117,135,Gwinnett County,375,712,21316
2002,117,139,Hall County,258,516,12073
2002,117,57,Cherokee County,227,556,16181
2002,117,89,De Kalb County,158,244,9436
2002,117,67,Cobb County,140,244,7349
2002,117,13,Barrow County,23,43,802
2002,117,15,Bartow County,22,50,1131
2002,117,77,Coweta County,17,39,1001
2002,117,223,Paulding County,14,32,516
2002,117,151,Henry County,12,21,519
2002,117,113,Fayette County,11,24,911
2002,117,45,Carroll County,10,26,364
2002,117,97,Douglas County,10,15,294
2002,121,89,De Kalb County,8615,14351,363576
2002,121,67,Cobb County,4964,8429,241794
2002,121,63,Clayton County,3641,7957,93609
2002,121,135,Gwinnett County,2868,5250,138038
2002,121,117,Forsyth County,1475,3054,134161
2002,121,57,Cherokee County,1276,2466,77587
2002,121,97,Douglas County,514,1118,22002
2002,121,151,Henry County,514,1068,20694
2002,121,113,Fayette County,403,838,22365
2002,121,77,Coweta County,366,765,15075
2002,121,139,Hall County,172,305,9877
2002,121,217,Newton County,139,281,5171
2002,121,247,Rockdale County,138,247,5027
2002,121,45,Carroll County,135,272,5505
2002,121,223,Paulding County,130,264,5701
2002,121,15,Bartow County,103,183,4132
2002,121,13,Barrow County,63,112,2311
2002,121,255,Spalding County,63,129,1448
2002,121,297,Walton County,40,73,1947
2002,135,89,De Kalb County,3433,6089,129119
2002,135,121,Fulton County,2539,4312,131038
2002,135,67,Cobb County,1051,1812,46324
2002,135,13,Barrow County,995,2055,39990
2002,135,117,Forsyth County,895,2164,76907
2002,135,139,Hall County,883,1782,44026
2002,135,297,Walton County,673,1481,33579
2002,135,63,Clayton County,333,636,10135
2002,135,57,Cherokee County,320,599,17348
2002,135,247,Rockdale County,252,480,10117
2002,135,217,Newton County,228,466,9719
2002,135,151,Henry County,197,394,9375
2002,135,97,Douglas County,105,185,4234
2002,135,15,Bartow County,82,152,3679
2002,135,45,Carroll County,74,135,3056
2002,135,77,Coweta County,71,129,3527
2002,135,113,Fayette County,66,155,4543
2002,135,223,Paulding County,54,114,2471
2002,135,255,Spalding County,21,37,822
2002,139,135,Gwinnett County,539,1109,22201
2002,139,117,Forsyth County,151,301,7714
2002,139,121,Fulton County,122,199,6709
2002,139,89,De Kalb County,90,142,2969
2002,139,13,Barrow County,77,167,2687
2002,139,67,Cobb County,67,105,2485
2002,139,57,Cherokee County,34,75,1247
2002,139,15,Bartow County,17,39,629
2002,139,151,Henry County,16,28,647
2002,139,297,Walton County,16,32,606
2002,139,63,Clayton County,13,22,273
2002,139,113,Fayette County,12,20,701
2002,151,63,Clayton County,763,1536,22610
2002,151,89,De Kalb County,233,392,7832
2002,151,121,Fulton County,227,406,8931
2002,151,255,Spalding County,208,474,6337
2002,151,67,Cobb County,140,221,5891
2002,151,135,Gwinnett County,125,244,5543
2002,151,113,Fayette County,114,243,5450
2002,151,217,Newton County,105,210,4352
2002,151,77,Coweta County,91,178,4839
2002,151,247,Rockdale County,90,182,3938
2002,151,97,Douglas County,29,47,896
2002,151,57,Cherokee County,27,48,1170
2002,151,297,Walton County,22,57,747
2002,151,117,Forsyth County,21,53,1524
2002,151,139,Hall County,17,31,581
2002,151,223,Paulding County,16,34,545
2002,151,15,Bartow County,14,37,435
2002,151,45,Carroll County,13,24,502
2002,217,247,Rockdale County,392,840,13564
2002,217,89,De Kalb County,125,247,4377
2002,217,135,Gwinnett County,125,227,5065
2002,217,297,Walton County,122,297,4345
2002,217,151,Henry County,67,135,2658
2002,217,121,Fulton County,56,81,1865
2002,217,63,Clayton County,33,59,993
2002,217,67,Cobb County,32,54,1032
2002,217,139,Hall County,11,21,453
2002,217,13,Barrow County,10,31,298
2002,217,57,Cherokee County,10,26,518
2002,217,77,Coweta County,10,14,410
2002,217,223,Paulding County,10,14,461
2002,223,67,Cobb County,682,1395,27976
2002,223,97,Douglas County,238,505,11608
2002,223,45,Carroll County,197,457,8104
2002,223,15,Bartow County,128,292,5010
2002,223,57,Cherokee County,87,185,3993
2002,223,121,Fulton County,85,139,3639
2002,223,89,De Kalb County,44,73,1357
2002,223,135,Gwinnett County,36,79,1332
2002,223,63,Clayton County,21,39,591
2002,223,117,Forsyth County,17,36,869
2002,223,77,Coweta County,15,34,407
2002,223,113,Fayette County,14,37,750
2002,223,151,Henry County,11,22,495
2002,247,217,Newton County,851,1882,35012
2002,247,89,De Kalb County,340,673,9706
2002,247,135,Gwinnett County,261,517,11083
2002,247,151,Henry County,129,290,7447
2002,247,121,Fulton County,120,207,4410
2002,247,297,Walton County,83,164,3490
2002,247,67,Cobb County,79,126,3091
2002,247,63,Clayton County,56,110,1513
2002,247,57,Cherokee County,20,46,1132
2002,247,13,Barrow County,17,31,452
2002,247,139,Hall County,14,30,593
2002,247,117,Forsyth County,12,34,744
2002,247,45,Carroll County,11,15,281
2002,247,77,Coweta County,10,19,560
2002,247,113,Fayette County,10,27,769
2002,255,151,Henry County,220,456,7313
2002,255,63,Clayton County,134,277,3512
2002,255,121,Fulton County,60,106,1546
2002,255,113,Fayette County,58,130,3292
2002,255,77,Coweta County,49,89,1684
2002,255,89,De Kalb County,37,68,767
2002,255,135,Gwinnett County,25,54,926
2002,255,67,Cobb County,18,26,395
2002,255,217,Newton County,11,27,299
2002,255,45,Carroll County,10,18,173
2002,297,135,Gwinnett County,258,530,9473
2002,297,217,Newton County,135,314,4136
2002,297,13,Barrow County,91,203,2592
2002,297,89,De Kalb County,67,111,1694
2002,297,247,Rockdale County,67,130,1620
2002,297,121,Fulton County,31,61,2276
2002,297,139,Hall County,24,47,759
2002,297,151,Henry County,21,41,816
2002,297,63,Clayton County,15,21,379
2002,297,67,Cobb County,14,19,469
2003,13,135,Gwinnett County,390,865,13856
2003,13,297,Walton County,96,223,3101
2003,13,139,Hall County,65,132,1870
2003,13,89,De Kalb County,40,65,1068
2003,13,121,Fulton County,31,39,918
2003,13,117,Forsyth County,25,48,1013
2003,13,67,Cobb County,24,41,582
2003,13,217,Newton County,13,42,434
2003,13,57,Cherokee County,12,25,502
2003,15,67,Cobb County,438,879,16707
2003,15,57,Cherokee County,182,370,6160
2003,15,223,Paulding County,134,304,4832
2003,15,121,Fulton County,50,82,1455
2003,15,89,De Kalb County,45,87,1852
2003,15,135,Gwinnett County,45,99,1698
2003,15,97,Douglas County,23,51,873
2003,15,45,Carroll County,20,35,562
2003,15,139,Hall County,14,27,820
2003,15,117,Forsyth County,11,29,411
2003,15,113,Fayette County,10,24,311
2003,45,97,Douglas County,321,670,11064
2003,45,67,Cobb County,164,277,4852
2003,45,223,Paulding County,123,277,4027
2003,45,121,Fulton County,91,156,2558
2003,45,77,Coweta County,75,145,1947
2003,45,89,De Kalb County,61,88,1323
2003,45,135,Gwinnett County,46,69,1200
2003,45,63,Clayton County,30,55,791
2003,45,57,Cherokee County,28,66,1157
2003,45,113,Fayette County,16,25,558
2003,45,151,Henry County,15,27,512
2003,45,15,Bartow County,10,29,433
2003,45,139,Hall County,10,24,264
2003,57,67,Cobb County,1252,2344,51448
2003,57,121,Fulton County,509,839,26783
2003,57,15,Bartow County,275,637,10548
2003,57,117,Forsyth County,180,389,17975
2003,57,135,Gwinnett County,158,290,7669
2003,57,223,Paulding County,156,311,5956
2003,57,89,De Kalb County,134,188,5825
2003,57,45,Carroll County,35,68,1155
2003,57,97,Douglas County,34,69,1111
2003,57,151,Henry County,34,55,1252
2003,57,139,Hall County,30,72,1034
2003,57,63,Clayton County,23,37,663
2003,57,77,Coweta County,15,33,709
2003,57,113,Fayette County,15,32,858
2003,57,13,Barrow County,13,24,448
2003,57,217,Newton County,13,25,590
2003,63,151,Henry County,2268,5135,92870
2003,63,121,Fulton County,2118,4385,56893
2003,63,89,De Kalb County,1083,2137,28547
2003,63,113,Fayette County,616,1437,26795
2003,63,67,Cobb County,481,888,15098
2003,63,135,Gwinnett County,411,792,12509
2003,63,77,Coweta County,292,632,12773
2003,63,255,Spalding County,235,524,6156
2003,63,97,Douglas County,146,297,5071
2003,63,217,Newton County,111,247,3674
2003,63,247,Rockdale County,85,192,3066
2003,63,45,Carroll County,62,122,1838
2003,63,223,Paulding County,50,116,2004
2003,63,57,Cherokee County,47,93,2234
2003,63,117,Forsyth County,25,48,937
2003,63,297,Walton County,24,50,784
2003,63,139,Hall County,22,45,624
2003,63,15,Bartow County,21,40,742
2003,63,13,Barrow County,16,32,506
2003,67,121,Fulton County,4009,6291,195578
2003,67,57,Cherokee County,2441,4818,119423
2003,67,89,De Kalb County,1941,2985,76626
2003,67,223,Paulding County,1810,3919,74051
2003,67,97,Douglas County,1249,2616,41209
2003,67,135,Gwinnett County,1089,2031,45284
2003,67,15,Bartow County,751,1604,29952
2003,67,63,Clayton County,457,963,12212
2003,67,45,Carroll County,353,782,14013
2003,67,117,Forsyth County,250,545,18183
2003,67,151,Henry County,193,342,7758
2003,67,77,Coweta County,129,253,6262
2003,67,113,Fayette County,115,224,5869
2003,67,139,Hall County,98,187,7813
2003,67,247,Rockdale County,79,163,2958
2003,67,217,Newton County,77,149,3490
2003,67,13,Barrow County,25,40,847
2003,67,255,Spalding County,18,38,578
2003,67,297,Walton County,12,26,799
2003,77,113,Fayette County,310,622,13917
2003,77,121,Fulton County,248,469,8386
2003,77,63,Clayton County,118,232,2939
2003,77,151,Henry County,86,163,3652
2003,77,45,Carroll County,80,185,3103
2003,77,67,Cobb County,75,123,3220
2003,77,89,De Kalb County,75,125,3860
2003,77,135,Gwinnett County,58,117,2649
2003,77,97,Douglas County,31,63,1344
2003,77,255,Spalding County,28,59,752
2003,77,57,Cherokee County,22,43,1494
2003,77,223,Paulding County,13,23,458
2003,77,139,Hall County,11,21,503
2003,77,247,Rockdale County,10,25,553
2003,89,121,Fulton County,7808,12968,340430
2003,89,135,Gwinnett County,6451,13333,226425
2003,89,67,Cobb County,2118,3549,90569
2003,89,63,Clayton County,1699,3549,44243
2003,89,247,Rockdale County,1046,2296,36395
2003,89,217,Newton County,792,1718,30435
2003,89,151,Henry County,700,1532,29487
2003,89,117,Forsyth County,243,452,18273
2003,89,57,Cherokee County,232,442,10722
2003,89,97,Douglas County,214,429,7008
2003,89,297,Walton County,118,238,4876
2003,89,113,Fayette County,115,222,6316
2003,89,139,Hall County,114,199,6054
2003,89,13,Barrow County,98,208,3353
2003,89,223,Paulding County,90,159,3173
2003,89,45,Carroll County,74,131,2967
2003,89,77,Coweta County,68,126,2747
2003,89,15,Bartow County,51,94,1967
2003,89,255,Spalding County,36,83,698
2003,97,45,Carroll County,710,1565,28491
2003,97,67,Cobb County,693,1337,24663
2003,97,223,Paulding County,359,789,12441
2003,97,121,Fulton County,305,566,10570
2003,97,89,De Kalb County,127,221,4250
2003,97,135,Gwinnett County,86,160,2752
2003,97,63,Clayton County,70,132,1894
2003,97,151,Henry County,49,89,1771
2003,97,57,Cherokee County,38,81,1257
2003,97,77,Coweta County,37,73,1247
2003,97,113,Fayette County,36,94,1863
2003,97,15,Bartow County,21,28,737
2003,97,117,Forsyth County,13,28,640
2003,97,139,Hall County,12,31,417
2003,97,247,Rockdale County,11,18,523
2003,97,217,Newton County,10,23,337
2003,113,77,Coweta County,579,1215,29651
2003,113,121,Fulton County,365,651,15069
2003,113,63,Clayton County,279,547,8766
2003,113,151,Henry County,165,334,9197
2003,113,67,Cobb County,128,194,6066
2003,113,89,De Kalb County,118,168,4024
2003,113,255,Spalding County,76,169,2449
2003,113,135,Gwinnett County,63,115,2700
2003,113,45,Carroll County,25,36,847
2003,113,57,Cherokee County,18,32,1195
2003,113,97,Douglas County,17,29,539
2003,113,217,Newton County,14,34,306
2003,113,223,Paulding County,13,28,397
2003,113,117,Forsyth County,10,27,1104
2003,117,121,Fulton County,467,805,30877
2003,117,135,Gwinnett County,322,640,16422
2003,117,139,Hall County,177,369,7406
2003,117,57,Cherokee County,175,376,10388
2003,117,89,De Kalb County,129,196,5994
2003,117,67,Cobb County,105,180,5593
2003,117,13,Barrow County,22,40,583
2003,117,15,Bartow County,17,41,530
2003,117,151,Henry County,16,33,809
2003,117,297,Walton County,11,21,806
2003,117,97,Douglas County,10,23,345
2003,117,223,Paulding County,10,16,333
2003,121,89,De Kalb County,8470,14391,326438
2003,121,67,Cobb County,4561,7872,217154
2003,121,63,Clayton County,3678,8277,91016
2003,121,135,Gwinnett County,2784,5188,114798
2003,121,117,Forsyth County,1295,2806,108033
2003,121,57,Cherokee County,1079,2072,61632
2003,121,97,Douglas County,584,1242,19232
2003,121,151,Henry County,539,1150,21331
2003,121,113,Fayette County,460,976,20188
2003,121,77,Coweta County,345,691,12416
2003,121,139,Hall County,183,306,9010
2003,121,247,Rockdale County,157,292,5321
2003,121,223,Paulding County,149,281,6098
2003,121,217,Newton County,135,271,6185
2003,121,45,Carroll County,125,236,4540
2003,121,255,Spalding County,73,161,1587
2003,121,15,Bartow County,72,115,3118
2003,121,13,Barrow County,66,121,3436
2003,121,297,Walton County,39,73,1439
2003,135,89,De Kalb County,3131,5602,110300
2003,135,121,Fulton County,2647,4694,130205
2003,135,13,Barrow County,1020,2036,95991
2003,135,67,Cobb County,919,1617,39539
2003,135,139,Hall County,833,1637,35036
2003,135,117,Forsyth County,695,1590,49408
2003,135,297,Walton County,598,1311,30115
2003,135,247,Rockdale County,275,556,10326
2003,135,63,Clayton County,271,508,7534
2003,135,57,Cherokee County,268,566,13069
2003,135,217,Newton County,246,494,10310
2003,135,151,Henry County,201,430,8958
2003,135,97,Douglas County,107,201,3997
2003,135,77,Coweta County,79,163,3792
2003,135,223,Paulding County,70,134,2667
2003,135,45,Carroll County,69,131,2556
2003,135,15,Bartow County,67,134,3079
2003,135,113,Fayette County,63,150,3712
2003,135,255,Spalding County,11,25,316
2003,139,135,Gwinnett County,557,1121,21470
2003,139,117,Forsyth County,162,333,7194
2003,139,121,Fulton County,119,188,9376
2003,139,89,De Kalb County,86,149,2515
2003,139,13,Barrow County,84,178,2933
2003,139,67,Cobb County,60,103,2449
2003,139,57,Cherokee County,34,57,1276
2003,139,297,Walton County,17,29,527
2003,139,151,Henry County,16,27,558
2003,139,45,Carroll County,15,28,344
2003,139,63,Clayton County,11,18,183
2003,139,113,Fayette County,10,22,420
2003,139,223,Paulding County,10,17,426
2003,139,247,Rockdale County,10,19,309
2003,151,63,Clayton County,684,1380,19836
2003,151,121,Fulton County,267,455,9319
2003,151,89,De Kalb County,258,451,7900
2003,151,255,Spalding County,231,508,7248
2003,151,135,Gwinnett County,148,277,6450
2003,151,67,Cobb County,147,235,6073
2003,151,113,Fayette County,125,282,6477
2003,151,77,Coweta County,115,233,5409
2003,151,247,Rockdale County,95,193,3559
2003,151,217,Newton County,80,158,2840
2003,151,97,Douglas County,40,84,1566
2003,151,223,Paulding County,28,67,1015
2003,151,57,Cherokee County,27,56,1216
2003,151,45,Carroll County,25,44,821
2003,151,117,Forsyth County,18,45,837
2003,151,139,Hall County,15,44,724
2003,151,297,Walton County,13,23,522
2003,151,15,Bartow County,11,23,394
2003,151,13,Barrow County,10,22,324
2003,217,247,Rockdale County,435,921,12828
2003,217,89,De Kalb County,165,336,4757
2003,217,297,Walton County,142,301,4236
2003,217,135,Gwinnett County,128,279,5377
2003,217,151,Henry County,77,166,2815
2003,217,121,Fulton County,64,117,2358
2003,217,67,Cobb County,40,73,1329
2003,217,63,Clayton County,38,87,825
2003,217,139,Hall County,15,35,419
2003,217,223,Paulding County,13,27,525
2003,217,117,Forsyth County,10,17,366
2003,223,67,Cobb County,643,1254,24201
2003,223,97,Douglas County,264,602,10408
2003,223,45,Carroll County,210,514,8821
2003,223,15,Bartow County,129,306,4841
2003,223,121,Fulton County,96,152,3027
2003,223,57,Cherokee County,85,177,3495
2003,223,89,De Kalb County,47,89,1727
2003,223,135,Gwinnett County,40,76,1892
2003,223,63,Clayton County,25,38,642
2003,223,77,Coweta County,20,45,794
2003,223,151,Henry County,17,44,875
2003,223,117,Forsyth County,12,31,603
2003,223,13,Barrow County,11,18,490
2003,247,217,Newton County,827,1839,33731
2003,247,89,De Kalb County,367,756,10633
2003,247,135,Gwinnett County,261,548,11211
2003,247,121,Fulton County,125,197,4381
2003,247,151,Henry County,113,235,4798
2003,247,297,Walton County,96,206,4198
2003,247,67,Cobb County,71,128,2720
2003,247,63,Clayton County,50,101,1461
2003,247,117,Forsyth County,22,58,1660
2003,247,13,Barrow County,19,33,433
2003,247,97,Douglas County,19,41,391
2003,247,113,Fayette County,16,40,854
2003,247,57,Cherokee County,15,30,836
2003,247,139,Hall County,15,34,699
2003,247,77,Coweta County,10,23,783
2003,255,151,Henry County,258,592,8442
2003,255,63,Clayton County,148,335,3177
2003,255,113,Fayette County,61,153,2731
2003,255,121,Fulton County,42,73,961
2003,255,89,De Kalb County,39,70,1111
2003,255,77,Coweta County,36,74,985
2003,255,67,Cobb County,25,44,736
2003,255,135,Gwinnett County,16,25,392
2003,255,57,Cherokee County,10,25,574
2003,297,135,Gwinnett County,304,668,11526
2003,297,217,Newton County,119,286,3974
2003,297,13,Barrow County,68,159,1992
2003,297,89,De Kalb County,58,103,1868
2003,297,121,Fulton County,50,81,1673
2003,297,247,Rockdale County,45,92,1215
2003,297,67,Cobb County,26,42,1083
2003,297,139,Hall County,13,23,398
2003,297,151,Henry County,12,32,311
2003,297,63,Clayton County,11,18,231
2004,13,135,Gwinnett County,469,981,15711
2004,13,297,Walton County,91,217,3207
2004,13,139,Hall County,81,178,2457
2004,13,121,Fulton County,43,67,1153
2004,13,89,De Kalb County,36,69,899
2004,13,67,Cobb County,24,40,826
2004,13,117,Forsyth County,21,48,915
2004,13,151,Henry County,13,34,376
2004,13,247,Rockdale County,12,24,298
2004,13,217,Newton County,11,25,323
2004,15,67,Cobb County,464,953,16351
2004,15,57,Cherokee County,221,502,8021
2004,15,223,Paulding County,147,381,5464
2004,15,121,Fulton County,51,77,2038
2004,15,135,Gwinnett County,46,94,1821
2004,15,89,De Kalb County,37,57,1142
2004,15,97,Douglas County,16,30,484
2004,15,45,Carroll County,14,32,499
2004,15,117,Forsyth County,11,21,319
2004,15,63,Clayton County,10,19,267
2004,45,97,Douglas County,383,836,11751
2004,45,67,Cobb County,160,311,4755
2004,45,223,Paulding County,134,331,4425
2004,45,121,Fulton County,96,157,3408
2004,45,77,Coweta County,77,157,2327
2004,45,89,De Kalb County,60,95,1513
2004,45,135,Gwinnett County,52,93,1683
2004,45,63,Clayton County,30,54,-187
2004,45,57,Cherokee County,21,37,543
2004,45,113,Fayette County,21,38,741
2004,45,151,Henry County,20,33,654
2004,45,15,Bartow County,19,38,722
2004,45,217,Newton County,12,22,319
2004,45,139,Hall County,11,20,364
2004,57,67,Cobb County,1347,2574,58670
2004,57,121,Fulton County,506,821,24505
2004,57,15,Bartow County,278,638,11113
2004,57,117,Forsyth County,195,440,11504
2004,57,135,Gwinnett County,160,323,7688
2004,57,223,Paulding County,160,342,6655
2004,57,89,De Kalb County,158,242,7229
2004,57,97,Douglas County,51,109,1548
2004,57,139,Hall County,41,79,2903
2004,57,63,Clayton County,32,65,808
2004,57,45,Carroll County,27,63,921
2004,57,151,Henry County,18,37,616
2004,57,77,Coweta County,16,39,832
2004,57,13,Barrow County,12,24,530
2004,57,113,Fayette County,10,20,564
2004,63,151,Henry County,2296,5228,89112
2004,63,121,Fulton County,2191,4701,57132
2004,63,89,De Kalb County,1175,2470,30605
2004,63,113,Fayette County,611,1533,25639
2004,63,67,Cobb County,539,1051,14768
2004,63,135,Gwinnett County,377,775,11770
2004,63,77,Coweta County,252,538,10185
2004,63,255,Spalding County,237,543,8937
2004,63,97,Douglas County,169,347,5470
2004,63,247,Rockdale County,100,208,3890
2004,63,217,Newton County,91,185,2841
2004,63,45,Carroll County,63,127,1796
2004,63,223,Paulding County,43,93,1345
2004,63,57,Cherokee County,36,65,1761
2004,63,117,Forsyth County,27,58,1323
2004,63,297,Walton County,24,44,842
2004,63,15,Bartow County,21,46,718
2004,63,139,Hall County,20,35,654
2004,63,13,Barrow County,17,34,576
2004,67,121,Fulton County,3796,6205,198741
2004,67,57,Cherokee County,2482,4912,117520
2004,67,223,Paulding County,1969,4171,80239
2004,67,89,De Kalb County,1774,2865,70406
2004,67,97,Douglas County,1462,3193,49964
2004,67,135,Gwinnett County,1149,2277,49737
2004,67,15,Bartow County,689,1455,29534
2004,67,63,Clayton County,449,855,11893
2004,67,45,Carroll County,300,626,11306
2004,67,117,Forsyth County,277,579,22000
2004,67,151,Henry County,185,366,7591
2004,67,113,Fayette County,110,237,8147
2004,67,77,Coweta County,99,183,5702
2004,67,247,Rockdale County,79,155,2902
2004,67,217,Newton County,74,142,3399
2004,67,139,Hall County,67,115,4039
2004,67,13,Barrow County,35,75,1459
2004,67,297,Walton County,27,59,712
2004,67,255,Spalding County,18,36,667
2004,77,113,Fayette County,302,675,15874
2004,77,121,Fulton County,244,453,8650
2004,77,63,Clayton County,122,234,3288
2004,77,151,Henry County,85,189,3142
2004,77,67,Cobb County,76,118,3146
2004,77,45,Carroll County,72,151,2057
2004,77,89,De Kalb County,72,104,2888
2004,77,135,Gwinnett County,45,84,1985
2004,77,97,Douglas County,43,79,1612
2004,77,255,Spalding County,42,97,1365
2004,77,223,Paulding County,13,26,481
2004,77,57,Cherokee County,11,29,702
2004,89,121,Fulton County,7369,12375,304995
2004,89,135,Gwinnett County,6422,13826,222620
2004,89,67,Cobb County,1944,3387,82294
2004,89,63,Clayton County,1510,3241,40731
2004,89,247,Rockdale County,1134,2581,42214
2004,89,217,Newton County,783,1711,27229
2004,89,151,Henry County,746,1699,31557
2004,89,97,Douglas County,285,550,9185
2004,89,117,Forsyth County,264,519,20141
2004,89,57,Cherokee County,224,400,11238
2004,89,297,Walton County,127,251,4993
2004,89,139,Hall County,120,205,5720
2004,89,113,Fayette County,113,235,6443
2004,89,13,Barrow County,111,226,3950
2004,89,77,Coweta County,80,143,3351
2004,89,223,Paulding County,77,155,2771
2004,89,45,Carroll County,72,126,2729
2004,89,15,Bartow County,44,98,1603
2004,89,255,Spalding County,40,71,1117
2004,97,67,Cobb County,689,1385,21536
2004,97,45,Carroll County,627,1393,24561
2004,97,121,Fulton County,374,735,13798
2004,97,223,Paulding County,345,801,12572
2004,97,89,De Kalb County,145,233,4505
2004,97,63,Clayton County,77,156,1873
2004,97,135,Gwinnett County,75,144,2463
2004,97,57,Cherokee County,53,95,2146
2004,97,151,Henry County,39,77,1456
2004,97,77,Coweta County,36,71,1439
2004,97,113,Fayette County,20,38,915
2004,97,15,Bartow County,16,37,424
2004,97,139,Hall County,12,17,405
2004,97,247,Rockdale County,12,25,404
2004,113,77,Coweta County,632,1263,35487
2004,113,121,Fulton County,360,602,14066
2004,113,63,Clayton County,317,663,9662
2004,113,151,Henry County,155,330,6194
2004,113,67,Cobb County,148,224,7244
2004,113,89,De Kalb County,105,167,5189
2004,113,135,Gwinnett County,65,119,3810
2004,113,255,Spalding County,65,118,2330
2004,113,45,Carroll County,38,70,1199
2004,113,97,Douglas County,32,60,1425
2004,113,57,Cherokee County,25,39,1446
2004,113,117,Forsyth County,24,62,1974
2004,113,139,Hall County,13,22,466
2004,113,247,Rockdale County,13,27,595
2004,113,15,Bartow County,11,19,354
2004,113,223,Paulding County,11,23,466
2004,117,121,Fulton County,544,939,36073
2004,117,135,Gwinnett County,357,748,21605
2004,117,57,Cherokee County,201,453,10233
2004,117,139,Hall County,201,411,10404
2004,117,89,De Kalb County,127,180,6462
2004,117,67,Cobb County,101,191,5938
2004,117,13,Barrow County,32,67,1272
2004,117,63,Clayton County,16,28,530
2004,117,217,Newton County,11,18,578
2004,117,247,Rockdale County,11,31,220
2004,117,15,Bartow County,10,27,240
2004,117,97,Douglas County,10,27,559
2004,117,151,Henry County,10,23,908
2004,117,297,Walton County,10,23,336
2004,121,89,De Kalb County,8105,13787,326728
2004,121,67,Cobb County,4528,7990,205770
2004,121,63,Clayton County,3590,8180,89112
2004,121,135,Gwinnett County,2765,5174,120451
2004,121,117,Forsyth County,1492,3062,118085
2004,121,57,Cherokee County,1080,2075,64109
2004,121,97,Douglas County,706,1549,23672
2004,121,151,Henry County,508,1121,18470
2004,121,113,Fayette County,477,1065,20925
2004,121,77,Coweta County,377,826,14721
2004,121,139,Hall County,181,324,10427
2004,121,223,Paulding County,150,302,5561
2004,121,217,Newton County,141,265,4918
2004,121,247,Rockdale County,135,268,3829
2004,121,45,Carroll County,107,200,3180
2004,121,15,Bartow County,68,115,2585
2004,121,13,Barrow County,59,100,2032
2004,121,255,Spalding County,49,94,1369
2004,121,297,Walton County,38,64,1528
2004,135,89,De Kalb County,3161,5856,112563
2004,135,121,Fulton County,2698,4759,125303
2004,135,13,Barrow County,1132,2375,44798
2004,135,67,Cobb County,914,1642,37695
2004,135,139,Hall County,782,1674,39683
2004,135,117,Forsyth County,685,1602,51220
2004,135,297,Walton County,683,1438,30368
2004,135,57,Cherokee County,286,585,16988
2004,135,63,Clayton County,268,553,7647
2004,135,217,Newton County,231,484,9002
2004,135,151,Henry County,216,445,8650
2004,135,247,Rockdale County,196,401,7426
2004,135,97,Douglas County,123,261,4523
2004,135,113,Fayette County,65,140,3173
2004,135,223,Paulding County,61,117,2525
2004,135,77,Coweta County,59,115,3954
2004,135,45,Carroll County,55,97,2106
2004,135,15,Bartow County,42,88,1543
2004,135,255,Spalding County,26,56,771
2004,139,135,Gwinnett County,559,1191,22819
2004,139,117,Forsyth County,170,380,8082
2004,139,121,Fulton County,132,207,9460
2004,139,13,Barrow County,99,219,3489
2004,139,89,De Kalb County,69,122,2758
2004,139,67,Cobb County,59,100,2530
2004,139,57,Cherokee County,37,81,1291
2004,139,297,Walton County,18,42,640
2004,139,63,Clayton County,17,30,461
2004,139,247,Rockdale County,14,24,649
2004,139,217,Newton County,11,28,466
2004,139,223,Paulding County,11,21,526
2004,139,77,Coweta County,10,27,474
2004,139,151,Henry County,10,22,210
2004,151,63,Clayton County,774,1556,19729
2004,151,121,Fulton County,312,562,11218
2004,151,89,De Kalb County,258,450,8622
2004,151,255,Spalding County,235,530,7049
2004,151,67,Cobb County,150,271,6433
2004,151,135,Gwinnett County,135,286,5247
2004,151,113,Fayette County,129,327,6735
2004,151,77,Coweta County,121,276,5843
2004,151,217,Newton County,111,232,4622
2004,151,247,Rockdale County,99,218,4764
2004,151,97,Douglas County,38,68,1519
2004,151,45,Carroll County,37,67,1236
2004,151,57,Cherokee County,33,69,1356
2004,151,223,Paulding County,26,55,1017
2004,151,297,Walton County,24,58,933
2004,151,117,Forsyth County,21,40,954
2004,151,139,Hall County,18,36,930
2004,151,13,Barrow County,10,21,346
2004,217,247,Rockdale County,466,1067,14796
2004,217,89,De Kalb County,210,410,6053
2004,217,135,Gwinnett County,129,262,4916
2004,217,297,Walton County,115,277,3813
2004,217,151,Henry County,66,150,3188
2004,217,121,Fulton County,62,106,2371
2004,217,67,Cobb County,42,64,1461
2004,217,63,Clayton County,34,74,747
2004,217,13,Barrow County,18,45,669
2004,217,57,Cherokee County,16,36,739
2004,217,139,Hall County,13,24,361
2004,217,223,Paulding County,13,26,366
2004,223,67,Cobb County,691,1440,25491
